folder,identifier,group
dist0p40,01120_TRAJFBN128F930527C,200
dist0p40,01121_TRAKUMK128F933AA30,650
dist0p40,01122_TRAVEUS128F4238CB5,24
dist0p40,01123_TRAYIFV128F934B689,89
dist0p40,01124_TRBBAEQ128F42B18B9,345
dist0p40,01125_TRBBKGH128F145684E,810
dist0p40,01126_TRBBXSE128F42798F6,809
dist0p40,01127_TRBEBWG128F93214A4,809
dist0p40,01128_TRBNCXK128F147CBC6,442
dist0p40,01129_TRBNMXL12903CBFB9A,298
dist0p40,01130_TRBOFSY128F1469651,238
dist0p40,01131_TRBOTNA128F423AC69,261
dist0p40,01132_TRBPSFB128F92F3FCA,569
dist0p40,01133_TRBRNPA128F92EF76C,814
dist0p40,01134_TRBVSLA128F42954A2,657
dist0p40,01135_TRBVYHP128F14668A1,783
dist0p40,01136_TRBXUPA128F4270554,793
dist0p40,01137_TRBYVLR128F4235AF7,295
dist0p40,01138_TRCBIIS128F147FCB6,516
dist0p40,01139_TRCFOUA128E07842AC,284
dist0p40,01140_TRCJAOE128F1453D59,88
dist0p40,01141_TRCJGAY128F426050F,373
dist0p40,01142_TRCKIHC12903CD0B97,479
dist0p40,01143_TRCKXDA128F422B936,590
dist0p40,01144_TRCKXIL128F4284EDF,638
dist0p40,01145_TRCKYIM128E0782A2F,529
dist0p40,01146_TRCRGSO128F42A1565,286
dist0p40,01147_TRCYFPB128F4277D81,243
dist0p40,01148_TRDEIIJ128F1489889,154
dist0p40,01149_TRDGCIZ128F14640CE,559
dist0p40,01150_TRDIZQU128F93353DF,188
dist0p40,01151_TRDLQZL128F429D195,105
dist0p40,01152_TRDMYHS12903CB23D1,56
dist0p40,01153_TRDNPGX128F429C5F4,525
dist0p40,01154_TRDOVIW128F42353E0,72
dist0p40,01155_TREAYWA128F1485D7B,616
dist0p40,01156_TREDSAY128F4265DAE,83
dist0p40,01157_TREEECE128F426A826,26
dist0p40,01158_TREFQAX128F426D1FA,132
dist0p40,01159_TREHRDF128F426B05E,606
dist0p40,01160_TRERCQC128F9311D45,477
dist0p40,01161_TRESREO128F4295463,657
dist0p40,01162_TRETPUT128F427E11E,79
dist0p40,01163_TRETQJL128F149199F,156
dist0p40,01164_TRETRYJ128E0795C57,385
dist0p40,01165_TRFARJO128F1456356,565
dist0p40,01166_TRFBXPP128F4269EFF,289
dist0p40,01167_TRFCKLE128F426EA72,345
dist0p40,01168_TRFGZPB128F92FFBF9,569
dist0p40,01169_TRFQTXH128F934B72D,647
dist0p40,01170_TRFTPIX128F9305E70,115
dist0p40,01171_TRFUJBZ128F1485E14,392
dist0p40,01172_TRFWBWA128F429BFE8,330
dist0p40,01173_TRGCIRN128F422EFEC,263
dist0p40,01174_TRGCJVM128E0780E48,88
dist0p40,01175_TRGDQUL128F92E5302,571
dist0p40,01176_TRGJCMA128F9329F8A,614
dist0p40,01177_TRGKHUB128F93430F2,507
dist0p40,01178_TRGLFOX128F4230A69,324
dist0p40,01179_TRGOZZZ128E0785872,795
dist0p40,01180_TRHBVZH128F428D3DE,114
dist0p40,01181_TRHGYQQ128F92E2272,516
dist0p40,01182_TRHIVDZ128F14557CF,241
dist0p40,01183_TRHMWJW128E0798A89,550
dist0p40,01184_TRHVLQV128F4289642,215
dist0p40,01185_TRHXWEE128F930DF37,127
dist0p40,01186_TRIBZEK128F14681EB,92
dist0p40,01187_TRIIEWC128E0786659,21
dist0p40,01188_TRIXXAA128F425E21F,250
dist0p40,01189_TRJFBHM128F426712A,321
dist0p40,01190_TRJFGYO128F4259743,803
dist0p40,01191_TRJKBXA128F92C986D,433
dist0p40,01192_TRJOROB128E0787D59,814
dist0p40,01193_TRJSLGC128F42B84FD,345
dist0p40,01194_TRJWHST128F4289AB8,215
dist0p40,01195_TRJXOAS12903CEC6C4,3
dist0p40,01196_TRJXTTG12903CC49FB,822
dist0p40,01197_TRKAHGT128F1456BEC,476
dist0p40,01198_TRKHWXL128F42782F2,66
dist0p40,01199_TRKIZWL128EF342C5A,213
dist0p40,01200_TRKMQLS128F146EC3D,154
dist0p40,01201_TRKUUKE128F93034F6,826
dist0p40,01202_TRKXFWL128E07811BF,187
dist0p40,01203_TRKYPOL128F427C0C0,658
dist0p40,01204_TRKYTAG128F92EE5BC,819
dist0p40,01205_TRLDCZE128F9334CDF,127
dist0p40,01206_TRLFPDE12903CF9E9E,34
dist0p40,01207_TRLGAVF128F14A5557,384
dist0p40,01208_TRLHNLY12903CC0587,705
dist0p40,01209_TRLIXUN128F145B6C9,80
dist0p40,01210_TRLRTXD128F92DD515,815
dist0p40,01211_TRLZXVF128F4297878,387
dist0p40,01212_TRMAVAO128F429F900,411
dist0p40,01213_TRMEZPD128F1463BE5,733
dist0p40,01214_TRMIMZV128E0793AC5,686
dist0p40,01215_TRMJEXL128E0793AF6,686
dist0p40,01216_TRMKMQA12903D042D6,808
dist0p40,01217_TRMNKGI128F9364CA0,34
dist0p40,01218_TRMTRVO128F4285EDD,804
dist0p40,01219_TRMUJKQ12903CA8495,88
dist0p40,01220_TRMYXFN128E07931CF,735
dist0p40,01221_TRMZTZJ128F145BA51,360
dist0p40,01222_TRNFCDV128F1489886,154
dist0p40,01223_TRNIOMJ128F92F82ED,101
dist0p40,01224_TRNQXPB128F9316747,282
dist0p40,01225_TRNRWAU128E0793EAA,762
dist0p40,01226_TRNSIZL128F4298571,799
dist0p40,01227_TRNVTWL128E0798526,819
dist0p40,01228_TRNXWKG128E07927AC,686
dist0p40,01229_TRNZRYI128F4267F74,177
dist0p40,01230_TROBNTT128F427148F,381
dist0p40,01231_TROFNGJ128F429D84A,678
dist0p40,01232_TROPBJV128F4231801,208
dist0p40,01233_TROQAWC128F148CCD1,482
dist0p40,01234_TROUKMG128F146A0B1,561
dist0p40,01235_TROXMAA128F92DD516,34
dist0p40,01236_TROYQUG128F146D754,537
dist0p40,01237_TRPCAOD128E0788980,697
dist0p40,01238_TRPDSQJ128F92D2698,43
dist0p40,01239_TRPHMFA128F92D2DC7,202
dist0p40,01240_TRPHUBJ128F42B9959,614
dist0p40,01241_TRPNZUI128F14964BD,620
dist0p40,01242_TRPXBFK128F145A6C3,805
dist0p40,01243_TRPYRKW128F92D2E1E,657
dist0p40,01244_TRPZTAN128F429F975,799
dist0p40,01245_TRQJUHU128E0798D10,415
dist0p40,01246_TRQLAQG128F429CCFC,799
dist0p40,01247_TRQMJEJ12903CC84AC,63
dist0p40,01248_TRQPOQV128F92DF970,63
dist0p40,01249_TRQPYQA128F425F346,729
dist0p40,01250_TRQTPDN128F4261E3D,661
dist0p40,01251_TRQUDXU12903CF8023,794
dist0p40,01252_TRQURFG128F4295001,404
dist0p40,01253_TRQWDTQ128F4299988,114
dist0p40,01254_TRQYNHU128F425D717,200
dist0p40,01255_TRQZXXS128F146402E,327
dist0p40,01256_TRRDBJG128F422B8B3,287
dist0p40,01257_TRRRYBV128E0793857,87
dist0p40,01258_TRRXQAW128F4298946,381
dist0p40,01259_TRRYCEH128F42BC693,98
dist0p40,01260_TRSAQTA128F146DCCE,438
dist0p40,01261_TRSBMSY128EF35EF8B,817
dist0p40,01262_TRSBZKR128F9334D35,64
dist0p40,01263_TRSDLDC128F93500D7,121
dist0p40,01264_TRSDVNE128F428EBAE,544
dist0p40,01266_TRSLWVM128F1455B23,206
dist0p40,01267_TRSMEMX128E079248C,783
dist0p40,01268_TRSWQYF128F147CBC0,442
dist0p40,01269_TRSWTDH128F148A27D,478
dist0p40,01270_TRSXTZK128F931AD91,310
dist0p40,01271_TRTFVFH12903CC1151,652
dist0p40,01272_TRTKVLQ128F92EE30C,376
dist0p40,01273_TRTLDJA128F14570E8,288
dist0p40,01274_TRTLFHT128F148A281,478
dist0p40,01275_TRTMWPQ128F4278E76,682
dist0p40,01276_TRTONJG128F4260A27,729
dist0p40,01277_TRTSQLA12903D0737C,340
dist0p40,01278_TRTUHYO128F42BC268,233
dist0p40,01279_TRTYHUE128F429FD9B,336
dist0p40,01280_TRUBCER128F4264FF4,104
dist0p40,01281_TRUFCVS12903C9E728,785
dist0p40,01282_TRUIHGX128F9330D2D,614
dist0p40,01283_TRUJPTU128F92EFACA,571
dist0p40,01284_TRUPDNU128F147CBE9,442
dist0p40,01285_TRUUMHO128F1459434,637
dist0p40,01286_TRUYHSK128F425B009,160
dist0p40,01287_TRVBHEI128F425BEA5,289
dist0p40,01288_TRVHVNS128F4262D2F,632
dist0p40,01289_TRVNYSZ128E0792A2B,90
dist0p40,01290_TRVWROF128F425D72B,769
dist0p40,01291_TRVZQSO128F92F902E,794
dist0p40,01292_TRWBBRB128F149EA28,259
dist0p40,01293_TRWMAAQ128EF344587,571
dist0p40,01294_TRWQDXB128F1463DD6,311
dist0p40,01295_TRWQXAK128E0780DD4,819
dist0p40,01296_TRWTLZT128F4275721,360
dist0p40,01297_TRXAHEE128E078F3E3,29
dist0p40,01298_TRXANGZ128F92D16B6,563
dist0p40,01299_TRXJVXK128F427D74B,341
dist0p40,01300_TRXOGKS128F14681EE,92
dist0p40,01301_TRXVOBX128F4243131,72
dist0p40,01302_TRYGFXK128F428C259,241
dist0p40,01303_TRYMMOX128F4274A83,826
dist0p40,01304_TRYOFYZ12903CB6A94,213
dist0p40,01305_TRYOUGX128F422B8AD,559
dist0p40,01306_TRYROSM12903CB23CE,274
dist0p40,01307_TRYTEGY12903CA0D77,121
dist0p40,01308_TRYWQZA128E0782FFB,510
dist0p40,01309_TRYZHTR12903CF9D2B,414
dist0p40,01310_TRYZYCY12903CD0B4C,587
dist0p40,01311_TRZIGWU128E07857CE,795
dist0p40,01312_TRZLFGI128F92E2FD0,559
dist0p40,01313_TRZMBJV128F425AE25,783
dist0p40,01314_TRZMPZW128F934B7A4,89
dist0p40,01315_TRZOHXR128F92EC5F4,161
dist0p40,01316_TRZQCHZ12903CA7C83,696
dist0p40,01317_TRZVYHZ128F92F278A,104
dist0p40,01318_TRZWAYS128F92D3F49,304
dist0p50,01319_TRCYYEF128C71968CA,355
dist0p50,01320_TRQRKGB128E078122A,743
dist0p50,01321_TRYXGRG128E07850E8,598
dist0p50,01322_TRIGZWY128E07851FD,759
dist0p50,01323_TRTLNAY128E079533B,484
dist0p50,01324_TRJXXUN128F1460F6E,813
dist0p50,01325_TRKNREU128F1463CC0,135
dist0p50,01326_TRBHKVD128F146F758,309
dist0p50,01327_TRQLZOD128F148E2DC,30
dist0p50,01328_TRXBUZE128F149BB74,223
dist0p50,01329_TRITVJE128F427E194,461
dist0p50,01330_TRFSGBU128F428E155,406
dist0p50,01331_TRZJUHJ128F429A6BC,328
dist0p50,01332_TRAJIEU128F429B613,730
dist0p50,01333_TRXDYUE128F429FC3F,154
dist0p50,01334_TRDGUKM128F423458E,608
dist0p50,01335_TRCSJPA128F42345A3,76
dist0p50,01336_TRYZMOC128F423E58D,468
dist0p50,01337_TRMAFWC128F423E58F,468
dist0p50,01338_TRHQDFZ128F425C9D3,428
dist0p50,01339_TRBVXJK128F4262FA2,785
dist0p50,01340_TRIONDP128F429DB55,818
dist0p50,01341_TROWQCA128F427A423,484
dist0p50,01342_TREVBXL128F4282284,801
dist0p50,01343_TRKAJOL128F428A28C,124
dist0p50,01344_TRZJWAM128F42481F4,675
dist0p50,01345_TRDGPDC128F426A742,176
dist0p50,01346_TRRQBZY128F4254958,137
dist0p50,01347_TRKTEKX128F425EC93,416
dist0p50,01348_TRHTAJJ128F4267E21,373
dist0p50,01349_TRDTDAT128F426AB1C,630
dist0p50,01350_TRARIBY128F4273287,630
dist0p50,01351_TRYYVPJ128F427E2ED,630
dist0p50,01352_TRHJSBO128F4281E8F,736
dist0p50,01353_TRFMNKP128F428ADC0,611
dist0p50,01354_TRAEJCN128F4294220,125
dist0p50,01355_TRDBEXV128F42A4ABC,630
dist0p50,01356_TRPRPYA128F92C5792,830
dist0p50,01357_TRRGPSF128F92D92AA,533
dist0p50,01358_TRJHSKL128F92E4EC7,162
dist0p50,01359_TRFDQNJ128F92EC421,323
dist0p50,01360_TRKMWIF128F92F7849,801
dist0p50,01361_TRZEUSK128F9309A53,674
dist0p50,01362_TRDNOFN128F930B146,278
dist0p50,01363_TRASRXK128F9311176,48
dist0p50,01364_TRUPUSP128F92EA2DB,596
dist0p50,01365_TRSFFQJ128F9328ED4,770
dist0p50,01366_TRULNMQ128F92E1FDA,466
dist0p50,01367_TRTIJVC12903CB59DE,229
dist0p50,01368_TRUAAOZ12903CBEB36,418
dist0p50,01369_TRHTDNM12903CD211A,256
dist0p50,01370_TRCYLZV128F931848A,355
dist0p50,01371_TRMEBYQ128F932FEFF,114
dist0p50,01372_TRBUWXV128F9342C6E,455
dist0p50,01373_TRGPHCV128F9351FA0,792
dist0p50,01374_TRKRZKC12903CE4EEC,516
dist0p50,01375_TRTIRZM12903CFB45B,629
dist0p50,01376_TRFUDIX12903CFF88E,463
dist0p50,01377_TRNYKXH12903D09F5D,486
dist0p50,01378_TROPPCQ128F92FCB61,128
dist0p50,01379_TRPCJAP12903CCF5C8,169
dist0p50,01380_TRZYOQL12903CD9A0C,206
dist0p50,01381_TRAUDXJ128F9351E71,650
dist0p50,01382_TRAZGIL128E0793F9B,686
dist0p50,01383_TRBPDXQ128F42652EB,606
dist0p50,01384_TRBTJNA128E0793804,640
dist0p50,01385_TRBUFMC128F932A65B,238
dist0p50,01386_TRBYNGA128EF35EF88,817
dist0p50,01387_TRCFWIL128F92EDBEB,800
dist0p50,01388_TRCHYGM128F9312EB0,185
dist0p50,01389_TRCNJYR128F428B43A,685
dist0p50,01390_TRCQIZS128F423C4ED,222
dist0p50,01391_TRCUSSC128F92C5778,622
dist0p50,01392_TRCWGPS128E0793B97,607
dist0p50,01393_TRDBEUF128F42AD7D0,295
dist0p50,01394_TRDMOKH128F934B64E,238
dist0p50,01395_TRDQAPV128F4264AD1,606
dist0p50,01396_TRDRHJH128F426F0C9,34
dist0p50,01397_TRDSEXM128F429B7AD,252
dist0p50,01398_TRDXAIH12903C9AEAB,415
dist0p50,01399_TRDZYQP128F425985D,800
dist0p50,01400_TREBOSQ128F427BD53,117
dist0p50,01401_TREDFOH128F425EB96,206
dist0p50,01402_TREDKRK128F92ECAA5,117
dist0p50,01403_TREEETR12903CED883,345
dist0p50,01404_TREETQP128F426E62B,819
dist0p50,01405_TREZDZQ128EF3518F0,658
dist0p50,01406_TRFDATM12903CA445B,528
dist0p50,01407_TRFEEKR128F92EFEF6,12
dist0p50,01408_TRFJSQG128F147A661,812
dist0p50,01409_TRFNCLE128E0784358,365
dist0p50,01410_TRFPJUV128F4299808,424
dist0p50,01411_TRFSWWZ128F426AC0C,79
dist0p50,01412_TRGKEFY128F42739EE,373
dist0p50,01413_TRGNASO12903CC5D65,827
dist0p50,01414_TRHDKZH128E078E81A,585
dist0p50,01415_TRHDUMF128F14590D1,255
dist0p50,01416_TRHQQGM128E0781C67,228
dist0p50,01417_TRHTLCM128E0783A19,425
dist0p50,01418_TRHVZRL128F92FBFD9,373
dist0p50,01419_TRHXKMH128E0786BA3,252
dist0p50,01420_TRIEAIS128F14A8CFC,581
dist0p50,01421_TRJHFCY128F4266903,797
dist0p50,01422_TRJIOFU128F933C8C7,689
dist0p50,01423_TRKGLOS128E0782A78,206
dist0p50,01424_TRKKQGM128F93351C3,90
dist0p50,01425_TRKOWWH128F14A465B,832
dist0p50,01426_TRLCHUN128F4264161,63
dist0p50,01427_TRLHLNL128F426BD1E,270
dist0p50,01428_TRLVKSL128F4241B19,680
dist0p50,01429_TRLYIIK128F426902A,74
dist0p50,01430_TRMABKI128F14668D7,330
dist0p50,01431_TRMANVT128F9310C2D,592
dist0p50,01432_TRMKWQX128F4251C93,396
dist0p50,01433_TRMQIPU128F4289418,242
dist0p50,01434_TRMYSRI128E0781A06,171
dist0p50,01435_TRMZBHP128E078CE71,239
dist0p50,01436_TRNCFOC128F424C05C,698
dist0p50,01437_TRNIAHD128F42A95E7,601
dist0p50,01438_TRNIQCP128F4272AEC,333
dist0p50,01439_TRNMCJL128F42702C2,591
dist0p50,01440_TRNUKIP128F14805AE,516
dist0p50,01441_TRONHKV128E0793AE0,686
dist0p50,01442_TRPDJBX128F42ACF9B,607
dist0p50,01443_TRPELED128F92C577D,622
dist0p50,01444_TRPJGMC128F933B4A4,510
dist0p50,01445_TRPKMOX12903D0BB5E,688
dist0p50,01446_TRPTROP128F427C0A9,658
dist0p50,01447_TRQAGHX128F425EEBD,811
dist0p50,01448_TRQBFQH128F934B60E,54
dist0p50,01449_TRQQWTT128F9342FA8,208
dist0p50,01450_TRRCXPW128F92E5185,754
dist0p50,01451_TRRDLXB128F4267540,373
dist0p50,01452_TRREYVI128F932B69C,182
dist0p50,01453_TRRJLZN128F4291CE1,98
dist0p50,01454_TRRJWGB128E0782D02,171
dist0p50,01455_TRRTBAH128F92E46F2,783
dist0p50,01456_TRRUXAH128E078FECB,392
dist0p50,01458_TRRVLYK128F1477E8B,21
dist0p50,01459_TRSIVFN12903CCB281,304
dist0p50,01460_TRSPBQR128F426890A,314
dist0p50,01461_TRSSOZE12903C9AB52,208
dist0p50,01462_TRSSZGF128F42910AF,398
dist0p50,01463_TRSUSOV12903CDA3C7,560
dist0p50,01464_TRTCLFS128E0799AD4,106
dist0p50,01465_TRTFPHQ128F4264E7E,285
dist0p50,01466_TRTHSQM128F92F85D7,43
dist0p50,01467_TRTXNQI128F14681EC,92
dist0p50,01468_TRUTSFJ128F92CC09E,811
dist0p50,01469_TRUWSAA128F1467116,440
dist0p50,01470_TRVBTTF12903CD72E4,208
dist0p50,01471_TRVROPQ128F9303A31,160
dist0p50,01472_TRVZUEH128E07927A8,621
dist0p50,01473_TRWEPQN128F428A1FE,668
dist0p50,01474_TRWKSNO128F9326746,127
dist0p50,01475_TRWWBRL128F427BE21,731
dist0p50,01476_TRWYDHB128F428E0D7,799
dist0p50,01477_TRWYEXL128E0781213,743
dist0p50,01478_TRXFOBX128F429336B,668
dist0p50,01479_TRXHUFL128F4299EBE,779
dist0p50,01480_TRXUDSE12903CC607D,797
dist0p50,01482_TRYBUFT128E078A906,6
dist0p50,01483_TRYDUAU128F429825B,819
dist0p50,01484_TRYKQBS128E078E0D9,21
dist0p50,01485_TRYSBXI128EF35A277,22
dist0p50,01486_TRZQJZP128F42883A8,779
dist0p50,01487_TRZRGEG128F14B02E9,682
dist0p50,01488_TRZVPZQ128E078F0E3,97
dist0p50,01489_TRZZMIZ128F4266F16,74
dist0p60,01490_TRIFYCA128E0785141,566
dist0p60,01491_TRUTTYH128E078F269,12
dist0p60,01492_TRHNENS128E0799A33,52
dist0p60,01494_TRIAZHV128F14659A3,592
dist0p60,01495_TREHQFE128F14694FA,96
dist0p60,01496_TRCGCEX128F146A858,783
dist0p60,01497_TREESJI128F1472406,309
dist0p60,01498_TRUNLFC128F148B2C7,714
dist0p60,01499_TRVZTWF128F14A2B5D,737
dist0p60,01500_TRYFESD128F424095C,483
dist0p60,01501_TRYZHKD128F4284BBA,199
dist0p60,01502_TRCYXEZ128F4296AC3,590
dist0p60,01503_TRWOCXV128F425A18A,473
dist0p60,01504_TRVPNNZ128F42638AE,402
dist0p60,01505_TRBHJHM128F428E81E,293
dist0p60,01506_TRZFWAK128F4290092,63
dist0p60,01507_TRFYFMD128F92D4A39,440
dist0p60,01508_TRTMJJB128F92FAE77,23
dist0p60,01509_TRARFVY128F93086DE,660
dist0p60,01510_TRPNYDU128F9307AAA,738
dist0p60,01511_TRNKSWL128F9308A43,50
dist0p60,01512_TRDCDRW128F931FAFB,179
dist0p60,01513_TRYNZPJ128F93466F6,747
dist0p60,01514_TRLXCXA128F92F42E4,155
dist0p60,01515_TRFGCYJ128F933CF4A,666
dist0p60,01516_TROAMGY12903C9FE24,71
dist0p60,01517_TRKVFEU128F9326199,0
dist0p60,01518_TRRAOEH12903CF8D61,463
dist0p60,01519_TRARCZH12903CF7D2F,64
dist0p60,01520_TRAUKYS128F14636CB,766
dist0p60,01521_TRBPKZQ128F145850B,193
dist0p60,01523_TRBXJTA128F4283197,366
dist0p60,01524_TRCTPLQ128E0791A7B,151
dist0p60,01525_TRCUDYA128F422EFF2,263
dist0p60,01526_TRDQZQI128E078F26A,12
dist0p60,01527_TREINYE128F92EAF7D,546
dist0p60,01528_TREREOM128E078AFCF,782
dist0p60,01529_TRERVBD128F92EE5B3,819
dist0p60,01531_TRFMMOE128F1467D48,184
dist0p60,01532_TRGAGTH12903C994AE,749
dist0p60,01533_TRGGQUZ128F146A8E0,383
dist0p60,01534_TRGKLSE12903CCC5CD,152
dist0p60,01535_TRGUUQC12903CDA303,783
dist0p60,01536_TRHCJMM128F933BEED,386
dist0p60,01537_TRHFROS128F4298A12,381
dist0p60,01538_TRHZAZX128F4276805,146
dist0p60,01539_TRICOAO128F1460F9F,545
dist0p60,01540_TRIDUYB12903CC15D5,794
dist0p60,01541_TRIFTYR128F428EC07,200
dist0p60,01542_TRIGZOL128F92FD270,746
dist0p60,01543_TRIOWCD128E0782EEF,646
dist0p60,01544_TRIPANG128F1472B8F,302
dist0p60,01545_TRIRIYU128C71968EA,743
dist0p60,01546_TRJLCZV128F92F568A,678
dist0p60,01547_TRKBKQE128C71969A2,743
dist0p60,01548_TRLRJQT128F149CAFF,392
dist0p60,01549_TRLYLJJ128F428FD51,68
dist0p60,01550_TRMJWOM128F14920BF,686
dist0p60,01551_TRMWXCU128F932F633,824
dist0p60,01552_TRNHARJ128F92E46E5,783
dist0p60,01553_TRNTJOQ128E0794306,365
dist0p60,01554_TRNXSNC128F427FF65,64
dist0p60,01555_TROMGMM128F146ECEE,12
dist0p60,01556_TROMWHR12903CC304A,749
dist0p60,01557_TROPWZN128F428C9EA,548
dist0p60,01558_TRPJUPW128F93462DD,746
dist0p60,01559_TRPUFXU128F14745E9,250
dist0p60,01560_TRPWMJJ128E079120E,658
dist0p60,01561_TRRFOOQ128F4266F23,74
dist0p60,01562_TRRSUWZ128F426359C,479
dist0p60,01563_TRRVASR128F14567C5,826
dist0p60,01564_TRSFDFI128F4271490,381
dist0p60,01565_TRSKTLJ128F429B7B3,252
dist0p60,01566_TRTLZZL128EF342C64,213
dist0p60,01567_TRTOUJZ128F147FCB8,516
dist0p60,01568_TRTRAXC128F145FF3E,552
dist0p60,01569_TRUJISG12903CC50C3,778
dist0p60,01570_TRVJHWI128F1480E91,801
dist0p60,01571_TRVRDYC128F1492397,686
dist0p60,01572_TRWFSQX128F92FD0D7,450
dist0p60,01573_TRXDEDP12903CCEF05,415
dist0p60,01574_TRXXCVJ128F92FFA99,60
dist0p60,01575_TRZGJGY128E078B58E,307
dist0p60,01576_TRZLNAO128F92EB961,814
dist0p60,01577_TRZMSQF12903CA89CB,766
