fold,folder,identifier
6,dist0p50,01375_TRTIRZM12903CFB45B
6,dist0p50,01379_TRPCJAP12903CCF5C8
6,dist0p50,01396_TRDRHJH128F426F0C9
6,dist0p50,01403_TREEETR12903CED883
6,dist0p50,01407_TRFEEKR128F92EFEF6
6,dist0p50,01412_TRGKEFY128F42739EE
6,dist0p50,01418_TRHVZRL128F92FBFD9
6,dist0p50,01425_TRKOWWH128F14A465B
6,dist0p50,01445_TRPKMOX12903D0BB5E
6,dist0p50,01451_TRRDLXB128F4267540
6,dist0p50,01453_TRRJLZN128F4291CE1
6,dist0p50,01476_TRWYDHB128F428E0D7
6,dist0p50,01479_TRXHUFL128F4299EBE
6,dist0p50,01482_TRYBUFT128E078A906
6,dist0p50,01486_TRZQJZP128F42883A8
6,dist0p60,01491_TRUTTYH128E078F269
6,dist0p60,01498_TRUNLFC128F148B2C7
6,dist0p60,01502_TRCYXEZ128F4296AC3
6,dist0p60,01503_TRWOCXV128F425A18A
6,dist0p60,01516_TROAMGY12903C9FE24
6,dist0p60,01526_TRDQZQI128E078F26A
6,dist0p60,01537_TRHFROS128F4298A12
6,dist0p60,01542_TRIGZOL128F92FD270
6,dist0p60,01555_TROMGMM128F146ECEE
6,dist0p60,01558_TRPJUPW128F93462DD
6,dist0p60,01563_TRRVASR128F14567C5
6,dist0p60,01564_TRSFDFI128F4271490
6,dist0p60,01568_TRTRAXC128F145FF3E
6,dist0p60,01570_TRVJHWI128F1480E91
7,dist0p00,00000_TRRORHF128E0786C6F
7,dist0p00,00001_TRBSAIC128E0793CCE
7,dist0p00,00014_TRJQNOC128F9340B68
7,dist0p00,00030_TRPNYYO128F429CD57
7,dist0p00,00036_TRTMYUC128F4280424
7,dist0p10,00055_TRRSHTJ128F4286CE0
7,dist0p10,00089_TRCDNFU128F92DF6FB
7,dist0p10,00115_TRHVDCV128EF342BB5
7,dist0p10,00120_TRIHORS128F4280427
7,dist0p10,00134_TRLFQTT128F145834F
7,dist0p10,00144_TROFHYS128F4297B46
7,dist0p10,00154_TRPWNYA128F14591AD
7,dist0p10,00168_TRTRRBA128F146043E
7,dist0p10,00170_TRUHESC128F428B7F2
7,dist0p10,00173_TRUWVOL128F425D718
7,dist0p10,00175_TRVQFLX128F932A67D
7,dist0p10,00176_TRVTOKP128F42AEB2D
7,dist0p20,00205_TRMDQOY128E078EB4D
7,dist0p20,00207_TRWXQQK128E078FC93
7,dist0p20,00209_TRHGOTC128E07920B4
7,dist0p20,00225_TRTVBXQ128F14750C0
7,dist0p20,00242_TRLQEIK128F4240959
7,dist0p20,00243_TRPMMGT128F4240960
7,dist0p20,00256_TRTBOIW128F424D514
7,dist0p20,00257_TRBLWKJ128F424D517
7,dist0p20,00271_TRNJFAN128F42910B7
7,dist0p20,00284_TRDKWAN128F9307A66
7,dist0p20,00291_TRISWAB12903CA4A33
7,dist0p20,00307_TRAIAOW128F423A494
7,dist0p20,00309_TRAQTVG128F427F936
7,dist0p20,00360_TRGVFTB128F427A5EB
7,dist0p20,00365_TRHOCIG12903CEC575
7,dist0p20,00366_TRHPBFG128E078EE96
7,dist0p20,00372_TRHZYPX128F92D2E06
7,dist0p20,00381_TRJAUDT128F92D47DA
7,dist0p20,00388_TRJYVZH128F145BF8D
7,dist0p20,00399_TRKZYBB128F92CC97D
7,dist0p20,00406_TRMIOAZ128F428D874
7,dist0p20,00428_TROLPUB128F42BB925
7,dist0p20,00434_TRPAESO128F92F900F
7,dist0p20,00435_TRPFNYP128F42AFEAF
7,dist0p20,00458_TRRPXSU128F1470BBB
7,dist0p20,00469_TRSWWQD12903CE26E5
7,dist0p20,00516_TRXPLCN128F42747A7
7,dist0p20,00522_TRYBQPN128F92FC104
7,dist0p20,00524_TRYEWVB128F42739EB
7,dist0p20,00527_TRYTDVM128F4298393
7,dist0p20,00537_TRZVWBO128F4263A73
7,dist0p30,00549_TRYNTJV128E078E896
7,dist0p30,00550_TRLDQZY128E078E897
7,dist0p30,00563_TRZHZBC128F14750BF
7,dist0p30,00573_TRGNXVF128F14995E5
7,dist0p30,00587_TRVTKKR128F422F6A5
7,dist0p30,00590_TRCUUMG128F4298705
7,dist0p30,00592_TRONEIG128F422D991
7,dist0p30,00595_TRLBAUI128F425464E
7,dist0p30,00600_TRRUNUA128F42912D2
7,dist0p30,00601_TRJNGVN128F4292BD6
7,dist0p30,00608_TRUWEPG128F428A4A0
7,dist0p30,00630_TRJDXXC128F92EB219
7,dist0p30,00635_TRAKIMD128F9306921
7,dist0p30,00644_TRBWXIQ128F9340B73
7,dist0p30,00655_TRCFEBF128F9309B85
7,dist0p30,00702_TRCGAQU128F9364C33
7,dist0p30,00707_TRCRFLR128F422D98D
7,dist0p30,00741_TRFYFUC128F424D500
7,dist0p30,00750_TRGLDYH128F4271A7A
7,dist0p30,00755_TRGSPML128F427065A
7,dist0p30,00783_TRIUJRC128F14A5547
7,dist0p30,00797_TRJZEGK128F1485DE0
7,dist0p30,00827_TRLUQBH128F92CC97F
7,dist0p30,00835_TRMHVXG128F9321308
7,dist0p30,00837_TRMQYCF128F9302B23
7,dist0p30,00844_TRNFXWT128F14774A9
7,dist0p30,00876_TRQHMUC128F146E2CF
7,dist0p30,00878_TRQLVGZ128F92FD650
7,dist0p30,00884_TRRAJDA128F42509B8
7,dist0p30,00886_TRRGIBF128F427025E
7,dist0p30,00888_TRRLIMM128E078CE6E
7,dist0p30,00905_TRSRYBA12903CA4A3D
7,dist0p30,00908_TRSWPNJ12903CA4A3A
7,dist0p30,00936_TRUUQQG128F146B044
7,dist0p30,00950_TRWCFQZ12903D0CAF2
7,dist0p30,00952_TRWGTRJ128F42756E4
7,dist0p30,00955_TRWNNSU128F4263BB3
7,dist0p30,00968_TRXTHQI128F14623D7
7,dist0p30,00970_TRXVFHV12903CF482D
7,dist0p30,00972_TRXWLLE128F92FC125
7,dist0p30,00993_TRZVJVL128E078D26E
7,dist0p40,01003_TRPMPPF128E078B002
7,dist0p40,01021_TRFMTTL128F14750CA
7,dist0p40,01029_TRTLNBS128F147ECDF
7,dist0p40,01047_TRHHSUK128F4236D1F
7,dist0p40,01048_TRDAWVS128F4236D29
7,dist0p40,01049_TROXQXB128F4242C75
7,dist0p40,01051_TRHXBMS128F425AEB4
7,dist0p40,01064_TRIEISV128F424D548
7,dist0p40,01066_TRIMCMJ128F426383B
7,dist0p40,01073_TRQQMVU128F427693E
7,dist0p40,01086_TRKBCXQ128F9302C88
7,dist0p40,01095_TROLRWJ128F933895F
7,dist0p40,01106_TRZTGIZ12903CEA285
7,dist0p40,01114_TRERKKY12903CF4465
7,dist0p40,01122_TRAVEUS128F4238CB5
7,dist0p40,01160_TRERCQC128F9311D45
7,dist0p40,01199_TRKIZWL128EF342C5A
7,dist0p40,01209_TRLIXUN128F145B6C9
7,dist0p40,01212_TRMAVAO128F429F900
7,dist0p40,01241_TRPNZUI128F14964BD
7,dist0p40,01242_TRPXBFK128F145A6C3
7,dist0p40,01275_TRTMWPQ128F4278E76
7,dist0p40,01285_TRUUMHO128F1459434
7,dist0p40,01304_TRYOFYZ12903CB6A94
7,dist0p40,01306_TRYROSM12903CB23CE
7,dist0p50,01332_TRAJIEU128F429B613
7,dist0p50,01356_TRPRPYA128F92C5792
7,dist0p50,01409_TRFNCLE128E0784358
7,dist0p50,01422_TRJIOFU128F933C8C7
7,dist0p50,01435_TRMZBHP128E078CE71
7,dist0p50,01439_TRNMCJL128F42702C2
7,dist0p50,01462_TRSSZGF128F42910AF
7,dist0p50,01487_TRZRGEG128F14B02E9
7,dist0p60,01500_TRYFESD128F424095C
7,dist0p60,01513_TRYNZPJ128F93466F6
7,dist0p60,01524_TRCTPLQ128E0791A7B
7,dist0p60,01551_TRMWXCU128F932F633
7,dist0p60,01553_TRNTJOQ128E0794306
7,dist0p60,01566_TRTLZZL128EF342C64
8,dist0p00,00020_TRBDTMD128F145A5F5
8,dist0p00,00028_TRJNWXA128F1492391
8,dist0p00,00031_TRQSCZA128F14920C3
8,dist0p00,00034_TRSKQWK128F148A285
8,dist0p00,00037_TRTUSHE128F1464844
8,dist0p10,00046_TRUMHPV128E0787314
8,dist0p10,00050_TRZFWSG128F14628A0
8,dist0p10,00071_TRFFMHE128F42BC530
8,dist0p10,00088_TRBHGWP128E0793AD8
8,dist0p10,00091_TRCKZEP128F9303D8D
8,dist0p10,00093_TRDIYHW128F4234B6F
8,dist0p10,00104_TRFLQHF128F92CBD5C
8,dist0p10,00117_TRICTCQ128F1489B5F
8,dist0p10,00119_TRIFNXT128F4274A8C
8,dist0p10,00132_TRKZAAS128E0793AB8
8,dist0p10,00151_TRPLWAT128F4277121
8,dist0p10,00159_TRQYAWK128E07927A4
8,dist0p10,00185_TRXGCAI128F1476FA4
8,dist0p20,00198_TRUBTGB128E07845A5
8,dist0p20,00201_TRATIUI128E0787309
8,dist0p20,00202_TRUJZBM128E078731E
8,dist0p20,00204_TRZUHHO128E078E81E
8,dist0p20,00212_TRDPATX128E0799463
8,dist0p20,00215_TRASQGR128F14557AA
8,dist0p20,00216_TRNJQAM128F14557AF
8,dist0p20,00226_TRGLFDX128F147727B
8,dist0p20,00235_TRKHDXT128EF342E3D
8,dist0p20,00236_TRSFIEK128F429549D
8,dist0p20,00269_TRBRECC128F428A375
8,dist0p20,00279_TROBUEQ128F92D3101
8,dist0p20,00289_TRENNLG128F934324D
8,dist0p20,00297_TRQCLBJ128F933623F
8,dist0p20,00308_TRALWYN128F429887F
8,dist0p20,00313_TRAYWXP128F4244520
8,dist0p20,00326_TRCUNLB128E0783EC3
8,dist0p20,00339_TREPYGE128F428A176
8,dist0p20,00344_TRFICNX128EF3518B0
8,dist0p20,00351_TRFRMJC128F428D15C
8,dist0p20,00354_TRFYGQY128F426A3DC
8,dist0p20,00393_TRKLTEO12903CA15A9
8,dist0p20,00398_TRKUOQD12903CE5A2B
8,dist0p20,00401_TRLCZFU128F1484C54
8,dist0p20,00405_TRMHAZN12903CE5346
8,dist0p20,00419_TRNUCAQ128F148A27F
8,dist0p20,00423_TROCMXR128F1492394
8,dist0p20,00432_TROXXYE128F4267245
8,dist0p20,00433_TROZTGL128F148A27C
8,dist0p20,00443_TRQGALE128F1464846
8,dist0p20,00467_TRSUPZV128F4290CDC
8,dist0p20,00475_TRTIVLO128E0796691
8,dist0p20,00480_TRTSDMM128F145840D
8,dist0p20,00507_TRWSFXA12903CDE071
8,dist0p20,00509_TRWVMGS128E0783EB1
8,dist0p20,00517_TRXXCTX128F9334C13
8,dist0p20,00518_TRXXFTO128F14920C8
8,dist0p20,00528_TRYYDPB128F145E3C0
8,dist0p30,00545_TRRQXOZ128E07860F8
8,dist0p30,00546_TRZKTWO128E07873DD
8,dist0p30,00548_TRKYFKI128E078E83A
8,dist0p30,00560_TRNIXCZ128F146D76C
8,dist0p30,00574_TRZAQAZ128F149F9FF
8,dist0p30,00582_TREHHJE128F4299B7E
8,dist0p30,00585_TRUATKW128F4227BCA
8,dist0p30,00599_TRCTTNY128F427A3F2
8,dist0p30,00636_TRMODFC128F9307AB4
8,dist0p30,00645_TRUFDIE128F9341A89
8,dist0p30,00649_TRLPBHX128F931B519
8,dist0p30,00673_TRAOPAF128F146C883
8,dist0p30,00698_TRCCYZD128F932B5A1
8,dist0p30,00700_TRCEKGU128F148E7F0
8,dist0p30,00701_TRCFZYU12903CB0D36
8,dist0p30,00704_TRCHXXE128F428547C
8,dist0p30,00724_TRESBJX128F4262534
8,dist0p30,00732_TRFFIIC128F428ADB2
8,dist0p30,00743_TRGCFMF128F14557F4
8,dist0p30,00787_TRIYRFI128F147C26B
8,dist0p30,00812_TRLDGLX12903CC4E22
8,dist0p30,00817_TRLKPJN128E0784170
8,dist0p30,00831_TRMAQBC128F423EC19
8,dist0p30,00848_TRNKJPR128F4285066
8,dist0p30,00863_TROTIXO128F427EA49
8,dist0p30,00867_TRPKPQU128F4288B10
8,dist0p30,00881_TRQPFWU128F931B4F1
8,dist0p30,00882_TRQQOKT128E078C3AD
8,dist0p30,00915_TRTPNQG128F42AD6A4
8,dist0p30,00925_TRTWUTH128F92F28DD
8,dist0p30,00939_TRVILAN128F42B635B
8,dist0p30,00942_TRVNIAP128E0787310
8,dist0p30,00978_TRYLXEF128F429545D
8,dist0p30,00994_TRZYDYK128E078B5FB
8,dist0p40,00997_TRCXFPD128C7196A52
8,dist0p40,00999_TRHQNHV128E07828AD
8,dist0p40,01018_TRITWYP128F146D73E
8,dist0p40,01033_TRAUVUF128F148D1AA
8,dist0p40,01039_TRMRVVG128F4291138
8,dist0p40,01040_TREAYTA128F42954A7
8,dist0p40,01056_TRELZGJ128F424BE44
8,dist0p40,01057_TRLKIRF128F4251749
8,dist0p40,01060_TRFFSTY128F427A400
8,dist0p40,01061_TRVJCMS128F42830B4
8,dist0p40,01074_TRGVHKP128F427A4D9
8,dist0p40,01082_TRPLRHD128F92CE226
8,dist0p40,01092_TREDHHW128F92ED4B6
8,dist0p40,01101_TRXQSFO128F92EC3B6
8,dist0p40,01134_TRBVSLA128F42954A2
8,dist0p40,01142_TRCKIHC12903CD0B97
8,dist0p40,01144_TRCKXIL128F4284EDF
8,dist0p40,01149_TRDGCIZ128F14640CE
8,dist0p40,01150_TRDIZQU128F93353DF
8,dist0p40,01151_TRDLQZL128F429D195
8,dist0p40,01161_TRESREO128F4295463
8,dist0p40,01169_TRFQTXH128F934B72D
8,dist0p40,01188_TRIXXAA128F425E21F
8,dist0p40,01214_TRMIMZV128E0793AC5
8,dist0p40,01215_TRMJEXL128E0793AF6
8,dist0p40,01218_TRMTRVO128F4285EDD
8,dist0p40,01228_TRNXWKG128E07927AC
8,dist0p40,01236_TROYQUG128F146D754
8,dist0p40,01243_TRPYRKW128F92D2E1E
8,dist0p40,01255_TRQZXXS128F146402E
8,dist0p40,01261_TRSBMSY128EF35EF8B
8,dist0p40,01269_TRSWTDH128F148A27D
8,dist0p40,01274_TRTLFHT128F148A281
8,dist0p40,01278_TRTUHYO128F42BC268
8,dist0p40,01292_TRWBBRB128F149EA28
8,dist0p40,01305_TRYOUGX128F422B8AD
8,dist0p40,01312_TRZLFGI128F92E2FD0
8,dist0p50,01323_TRTLNAY128E079533B
8,dist0p50,01324_TRJXXUN128F1460F6E
8,dist0p50,01341_TROWQCA128F427A423
8,dist0p50,01367_TRTIJVC12903CB59DE
8,dist0p50,01372_TRBUWXV128F9342C6E
8,dist0p50,01382_TRAZGIL128E0793F9B
8,dist0p50,01386_TRBYNGA128EF35EF88
8,dist0p50,01389_TRCNJYR128F428B43A
8,dist0p50,01408_TRFJSQG128F147A661
8,dist0p50,01414_TRHDKZH128E078E81A
8,dist0p50,01434_TRMYSRI128E0781A06
8,dist0p50,01441_TRONHKV128E0793AE0
8,dist0p50,01448_TRQBFQH128F934B60E
8,dist0p50,01454_TRRJWGB128E0782D02
8,dist0p50,01460_TRSPBQR128F426890A
8,dist0p50,01473_TRWEPQN128F428A1FE
8,dist0p50,01478_TRXFOBX128F429336B
8,dist0p50,01485_TRYSBXI128EF35A277
8,dist0p50,01488_TRZVPZQ128E078F0E3
8,dist0p60,01510_TRPNYDU128F9307AAA
8,dist0p60,01550_TRMJWOM128F14920BF
8,dist0p60,01559_TRPUFXU128F14745E9
8,dist0p60,01562_TRRSUWZ128F426359C
8,dist0p60,01571_TRVRDYC128F1492397
9,dist0p00,00006_TRRYSAP128F42619D0
9,dist0p00,00026_TRHYPVF12903CB2D20
9,dist0p00,00029_TRPEMDX128F9305E72
9,dist0p00,00032_TRRUIKN128E078218F
9,dist0p10,00066_TRJUFFO128F428D130
9,dist0p10,00067_TRTIRFG128F428D2F8
9,dist0p10,00068_TRNKIGB128F42A120D
9,dist0p10,00074_TRSIVCC128F9342594
9,dist0p10,00080_TRAEINL12903CBAC41
9,dist0p10,00084_TRAZDZB128F428CF4A
9,dist0p10,00099_TRELJQR128F425C172
9,dist0p10,00122_TRIIVUQ128F4299C9F
9,dist0p10,00129_TRKNEKI12903CDEAEB
9,dist0p10,00130_TRKTDFW128F4282A01
9,dist0p10,00155_TRPZBRB128F146284A
9,dist0p10,00169_TRUBESC12903CB2E09
9,dist0p10,00188_TRXWIRX128F4228AA1
9,dist0p20,00231_TRUKHNV128F149ED32
9,dist0p20,00232_TRTTPCH128F14A2B55
9,dist0p20,00245_TRVNYXT128F424ED26
9,dist0p20,00247_TRYAAHJ128F425F5D5
9,dist0p20,00252_TRGRGFI128F423C06A
9,dist0p20,00254_TRMFOLO128F424A0FC
9,dist0p20,00266_TRZDMLR128F42854CB
9,dist0p20,00276_TRATWSP128F933AD36
9,dist0p20,00290_TRFVRYY128F9305E81
9,dist0p20,00303_TRAMTZM12903D01F9E
9,dist0p20,00306_TRADJGT12903C9EE47
9,dist0p20,00317_TRBQZRB128F42AA6ED
9,dist0p20,00320_TRCCHSQ128F42BB135
9,dist0p20,00337_TRELRBO128F42AE19D
9,dist0p20,00364_TRHMEDN128F145CA51
9,dist0p20,00379_TRIVSGU128F14592BB
9,dist0p20,00397_TRKUHVD128F146DE13
9,dist0p20,00403_TRLJRUT128F4261CCA
9,dist0p20,00438_TRPPOYF128F93421C3
9,dist0p20,00444_TRQGFCQ128F425627F
9,dist0p20,00450_TRQOOUE128E078253D
9,dist0p20,00455_TRRFOIF128F428C6EE
9,dist0p20,00471_TRTCVMJ128F42AFD31
9,dist0p20,00482_TRTTSVW128F92CA9EE
9,dist0p20,00501_TRVQEPU128F42969CA
9,dist0p20,00506_TRWGKYK128F146902C
9,dist0p20,00512_TRXCWZL128E0793240
9,dist0p20,00532_TRZHSMF128F146EC2F
9,dist0p20,00539_TRZZHVH12903CC0B30
9,dist0p30,00552_TRTERUN128E0792697
9,dist0p30,00559_TRTTDTG128F146879B
9,dist0p30,00596_TRLBESE128F42591EE
9,dist0p30,00609_TRPYEVK128F4253DA6
9,dist0p30,00628_TRSIXNO128F92C3062
9,dist0p30,00633_TRQAPRM128F9310CCE
9,dist0p30,00637_TRMWNOO128F9309A56
9,dist0p30,00642_TRKLATD128F9338236
9,dist0p30,00643_TRADCIF128F9338278
9,dist0p30,00646_TRNVDLT128F9346325
9,dist0p30,00647_TRHPHEW128F92E2C63
9,dist0p30,00653_TRIEAAR12903CB78F4
9,dist0p30,00656_TRWRXSJ128F9314B40
9,dist0p30,00657_TRXTPLJ128F9314B45
9,dist0p30,00672_TRANHUM128F145F950
9,dist0p30,00685_TRBFCHU128F92E1B69
9,dist0p30,00706_TRCMPWM128F146DE0B
9,dist0p30,00710_TRCXITP128F9310E51
9,dist0p30,00715_TRDKTII128F4293267
9,dist0p30,00721_TREGMUH128F4252DA3
9,dist0p30,00723_TREPPQO128F933ACF8
9,dist0p30,00726_TREVSQX128F92F1695
9,dist0p30,00728_TREYQPR128F1468D92
9,dist0p30,00731_TRFDVKX128F4292ADB
9,dist0p30,00745_TRGEMWS128F145FB5F
9,dist0p30,00746_TRGERHM128F4287F1E
9,dist0p30,00768_TRHOHFZ12903CA8562
9,dist0p30,00770_TRHRGRH128F9310D1E
9,dist0p30,00772_TRHSOQS128E0782738
9,dist0p30,00775_TRHZAOJ128E07822FE
9,dist0p30,00779_TRIIAID128E078D5F3
9,dist0p30,00798_TRKEQZA128F145FD0D
9,dist0p30,00801_TRKNWWI128F428F656
9,dist0p30,00809_TRKXDDX128F92E308A
9,dist0p30,00825_TRLROIH128EF3518F5
9,dist0p30,00829_TRLXQKI128F4295A97
9,dist0p30,00833_TRMFVXV128F42AA6FF
9,dist0p30,00843_TRNFIAC128F42A038C
9,dist0p30,00851_TRNOWIK128F92F0026
9,dist0p30,00862_TROTCBJ128F4228AB6
9,dist0p30,00875_TRQHJAK128F428F2D0
9,dist0p30,00885_TRRBOFU128EF3518E1
9,dist0p30,00898_TRSIUPJ128F426FFD7
9,dist0p30,00903_TRSMSVA128E0781851
9,dist0p30,00921_TRTVNQB128F932274C
9,dist0p30,00951_TRWFHWK128F9305E83
9,dist0p30,00963_TRXJHPE128F92D2BBF
9,dist0p30,00967_TRXSYBQ128F42BAA1F
9,dist0p30,00979_TRYORLV128F4252D01
9,dist0p30,00983_TRYWVVG128F428A2C3
9,dist0p30,00990_TRZTBDO128F423CB75
9,dist0p40,01004_TRBDQLL128E078B757
9,dist0p40,01013_TRRRKJI128F1456D1B
9,dist0p40,01014_TRJQVMF128F145F6E4
9,dist0p40,01024_TREJTGG128F147C7C6
9,dist0p40,01042_TRQMNYN128F42AD03D
9,dist0p40,01058_TRJMOCP128F425E3FF
9,dist0p40,01072_TRMFPOH128F4273C6B
9,dist0p40,01076_TRTODYW128F4282A13
9,dist0p40,01084_TRVVEQR128F92DEA4C
9,dist0p40,01087_TRFYUEZ128F9310CD4
9,dist0p40,01094_TRPTDRP128F93140F8
9,dist0p40,01113_TRNSIFK12903CC39E0
9,dist0p40,01153_TRDNPGX128F429C5F4
9,dist0p40,01164_TRETRYJ128E0795C57
9,dist0p40,01170_TRFTPIX128F9305E70
9,dist0p40,01182_TRHIVDZ128F14557CF
9,dist0p40,01183_TRHMWJW128E0798A89
9,dist0p40,01184_TRHVLQV128F4289642
9,dist0p40,01190_TRJFGYO128F4259743
9,dist0p40,01194_TRJWHST128F4289AB8
9,dist0p40,01198_TRKHWXL128F42782F2
9,dist0p40,01203_TRKYPOL128F427C0C0
9,dist0p40,01210_TRLRTXD128F92DD515
9,dist0p40,01281_TRUFCVS12903C9E728
9,dist0p40,01302_TRYGFXK128F428C259
9,dist0p40,01318_TRZWAYS128F92D3F49
9,dist0p50,01328_TRXBUZE128F149BB74
9,dist0p50,01331_TRZJUHJ128F429A6BC
9,dist0p50,01335_TRCSJPA128F42345A3
9,dist0p50,01339_TRBVXJK128F4262FA2
9,dist0p50,01343_TRKAJOL128F428A28C
9,dist0p50,01354_TRAEJCN128F4294220
9,dist0p50,01361_TRZEUSK128F9309A53
9,dist0p50,01362_TRDNOFN128F930B146
9,dist0p50,01366_TRULNMQ128F92E1FDA
9,dist0p50,01405_TREZDZQ128EF3518F0
9,dist0p50,01413_TRGNASO12903CC5D65
9,dist0p50,01432_TRMKWQX128F4251C93
9,dist0p50,01446_TRPTROP128F427C0A9
9,dist0p50,01447_TRQAGHX128F425EEBD
9,dist0p50,01452_TRREYVI128F932B69C
9,dist0p50,01459_TRSIVFN12903CCB281
9,dist0p50,01468_TRUTSFJ128F92CC09E
9,dist0p60,01490_TRIFYCA128E0785141
9,dist0p60,01492_TRHNENS128E0799A33
9,dist0p60,01499_TRVZTWF128F14A2B5D
9,dist0p60,01504_TRVPNNZ128F42638AE
9,dist0p60,01534_TRGKLSE12903CCC5CD
9,dist0p60,01549_TRLYLJJ128F428FD51
9,dist0p60,01560_TRPWMJJ128E079120E
